cluster_hdbscan,variable,count,media,mediana,desviacion_estandar,minimo,p25,p75,maximo,coeficiente_variacion
25,u_norm_muro_secundario,3354,1.8999999999999995,1.9,4.441554275809682e-16,1.9,1.9,1.9,1.9,2.337660145162991e-16
25,u_norm_techo_principal,3354,0.4699999999999998,0.47,1.6655828534286309e-16,0.47,0.47,0.47,0.47,3.543793305167301e-16
25,u_norm_techo_secundario,3354,0.4699999999999998,0.47,1.6655828534286309e-16,0.47,0.47,0.47,0.47,3.543793305167301e-16
25,log_calef_proyec_kwh,3354,7.5449074884933856,7.7830156612983,1.2924534020560332,0.0,7.01703533030736,8.389416634730914,9.979976259918008,0.17130142470628468
25,log_acs_proyec_kwh,3353,7.833494738840974,7.79938439778543,0.5997784635586536,6.592496438760121,7.536363938404511,7.894206200761917,12.603507598068074,0.07656588579612622
26,superficie_util,255,52.37019607843137,52.4,5.8821408237191415,34.4,47.6,55.9,71.3,0.11231848005514146
26,u_norm_muro_principal,255,1.6999999999999997,1.7,2.2248127123653157e-16,1.7,1.7,1.7,1.7,1.3087133602148918e-16
26,u_norm_muro_secundario,255,1.6999999999999997,1.7,2.2248127123653157e-16,1.7,1.7,1.7,1.7,1.3087133602148918e-16
26,u_norm_techo_principal,255,0.3799999999999999,0.38,1.1124063561826578e-16,0.38,0.38,0.38,0.38,2.9273851478491004e-16
26,u_norm_techo_secundario,255,0.3799999999999999,0.38,1.1124063561826578e-16,0.38,0.38,0.38,0.38,2.9273851478491004e-16
26,log_calef_proyec_kwh,255,7.695345733991116,7.8002859632919535,0.8533191438943758,5.062595033026967,7.094495173108401,8.298253074746704,9.19428212572748,0.11088769411947007
26,log_acs_proyec_kwh,255,7.811803878855606,7.81871180926559,0.18992204391827075,6.479737766403461,7.7788394180182125,7.883031643204163,9.058831200292376,0.02431218792273283
27,superficie_util,714,53.01638655462185,50.7,10.487984060132689,41.4,45.2,57.8,115.4,0.19782532801112546
27,u_norm_muro_principal,714,1.9,1.9,0.0,1.9,1.9,1.9,1.9,0.0
27,u_norm_muro_secundario,714,1.9,1.9,0.0,1.9,1.9,1.9,1.9,0.0
27,u_norm_techo_principal,714,0.4699999999999998,0.47,1.6665019640260366e-16,0.47,0.47,0.47,0.47,3.5457488596298664e-16
27,u_norm_techo_secundario,714,0.4699999999999998,0.47,1.6665019640260366e-16,0.47,0.47,0.47,0.47,3.5457488596298664e-16
27,log_calef_proyec_kwh,714,8.789004722331331,8.79828861947321,0.4264325373045011,6.691959665330465,8.55472879067165,9.026623286172708,10.143519685515157,0.04851886542067844
27,log_acs_proyec_kwh,714,7.816204986634145,7.817222785508166,0.21449450890298585,6.594413459749778,7.732237692372104,7.911027323803665,8.385420251806577,0.02744228295826113
28,superficie_util,93,50.84731182795699,49.8,5.587225168765709,31.5,48.7,52.2,77.1,0.10988241006073653
28,u_norm_muro_principal,93,1.0999999999999994,1.1,6.697443226009767e-16,1.1,1.1,1.1,1.1,6.088584750917974e-16
28,u_norm_muro_secundario,93,1.0999999999999994,1.1,6.697443226009767e-16,1.1,1.1,1.1,1.1,6.088584750917974e-16
28,u_norm_techo_principal,93,0.28000000000000014,0.28,1.1162405376682945e-16,0.28,0.28,0.28,0.28,3.9865733488153354e-16
28,u_norm_techo_secundario,93,0.28000000000000014,0.28,1.1162405376682945e-16,0.28,0.28,0.28,0.28,3.9865733488153354e-16
